년,월,일,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%),최대전력기준일시
2006,01,14,62260,61146,48242,12904,26.7,2006/01/14(01:00)
2006,01,13,62260,61601,51549,10052,19.5,2006/01/13(12:00)
2006,01,12,62260,61876,52493,9383,17.9,2006/01/12(19:00)
2006,01,11,62260,61695,52545,9150,17.4,2006/01/11(11:00)
2006,01,10,62260,60986,52715,8271,15.7,2006/01/10(19:00)
2006,01,09,62260,61786,53277,8509,16,2006/01/09(19:00)
2006,01,08,62260,61118,49286,11832,24,2006/01/08(01:00)
2006,01,07,62260,61749,51620,10129,19.6,2006/01/07(01:00)
2006,01,06,62260,62984,54020,8964,16.6,2006/01/06(12:00)
2006,01,05,62260,63503,54212,9291,17.1,2006/01/05(19:00)
2006,01,04,62260,63679,53740,9939,18.5,2006/01/04(18:00)
2006,01,03,62260,64439,52460,11979,22.8,2006/01/03(19:00)
2006,01,02,62259,64439,50203,14236,28.4,2006/01/02(24:00)
2006,01,01,62259,64414,44836,19578,43.7,2006/01/01(01:00)
2005,12,31,62259,64064,48339,15725,32.5,2005/12/31(01:00)
2005,12,30,62259,64064,50941,13123,25.8,2005/12/30(11:00)
2005,12,29,62259,64065,52570,11495,21.9,2005/12/29(12:00)
2005,12,28,62259,63065,53366,9699,18.2,2005/12/28(12:00)
2005,12,27,62259,63065,53809,9256,17.2,2005/12/27(19:00)
2005,12,26,62259,64065,53935,10130,18.8,2005/12/26(19:00)
2005,12,25,62259,63777,47881,15896,33.2,2005/12/25(01:00)
2005,12,24,62259,62785,50737,12048,23.7,2005/12/24(01:00)
2005,12,23,62259,62480,52786,9694,18.4,2005/12/23(24:00)
2005,12,22,62259,60847,53591,7256,13.5,2005/12/22(19:00)
2005,12,21,62259,60452,54191,6261,11.6,2005/12/21(18:00)
2005,12,20,62241,60409,53737,6672,12.4,2005/12/20(19:00)
2005,12,19,62241,61961,54451,7510,13.8,2005/12/19(19:00)
2005,12,18,62241,60708,49593,11115,22.4,2005/12/18(01:00)
2005,12,17,62241,60773,51395,9378,18.2,2005/12/17(24:00)
2005,12,16,62241,60561,52799,7762,14.7,2005/12/16(24:00)
2005,12,15,62241,60543,53352,7191,13.5,2005/12/15(19:00)
2005,12,14,62241,59114,53330,5784,10.8,2005/12/14(24:00)
2005,12,13,62241,57838,53789,4049,7.5,2005/12/13(19:00)
2005,12,12,62241,57992,53970,4022,7.5,2005/12/12(19:00)
2005,12,11,62241,55840,47081,8759,18.6,2005/12/11(01:00)
2005,12,10,62241,56437,49175,7262,14.8,2005/12/10(01:00)
2005,12,09,62241,57746,51768,5978,11.5,2005/12/09(19:00)
2005,12,08,62241,57634,52468,5166,9.8,2005/12/08(19:00)
2005,12,07,62241,57504,51809,5695,11,2005/12/07(23:00)
2005,12,06,62241,58214,52236,5978,11.4,2005/12/06(19:00)
2005,12,05,62241,58608,52511,6097,11.6,2005/12/05(19:00)
2005,12,04,62241,57684,45864,11820,25.8,2005/12/04(24:00)
2005,12,03,62241,57684,47277,10407,22,2005/12/03(24:00)
2005,12,02,62241,58323,49817,8506,17.1,2005/12/02(23:00)
2005,12,01,62241,57449,49132,8317,16.9,2005/12/01(23:00)
2005,11,30,62241,57508,49589,7919,16,2005/11/30(23:00)
2005,11,29,62241,57324,49402,7922,16,2005/11/29(19:00)
2005,11,28,62241,57260,48733,8527,17.5,2005/11/28(19:00)
2005,11,27,62241,57479,43518,13961,32.1,2005/11/27(23:00)
2005,11,26,62241,57235,45568,11667,25.6,2005/11/26(23:00)
2005,11,25,62241,57739,48663,9076,18.7,2005/11/25(23:00)
2005,11,24,62241,57659,49231,8428,17.1,2005/11/24(23:00)
2005,11,23,62241,58480,48987,9493,19.4,2005/11/23(23:00)
2005,11,22,62241,58595,49982,8613,17.2,2005/11/22(19:00)
2005,11,21,62241,58430,49171,9259,18.8,2005/11/21(23:00)
2005,11,20,62241,58251,43995,14256,32.4,2005/11/20(01:00)
2005,11,19,62241,58706,46249,12457,26.9,2005/11/19(24:00)
2005,11,18,62241,57667,49305,8362,17,2005/11/18(19:00)
2005,11,17,62241,57139,49336,7803,15.8,2005/11/17(19:00)
2005,11,16,62241,57650,48741,8909,18.3,2005/11/16(23:00)
2005,11,15,62241,57905,48663,9242,19,2005/11/15(19:00)
2005,11,14,62241,57538,47732,9806,20.5,2005/11/14(19:00)
2005,11,13,62241,57177,41776,15401,36.9,2005/11/13(23:00)
2005,11,12,62241,56862,44006,12856,29.2,2005/11/12(23:00)
2005,11,11,62241,57872,46163,11709,25.4,2005/11/11(23:00)
2005,11,10,62241,57773,46363,11410,24.6,2005/11/10(19:00)
2005,11,09,62241,57773,46537,11236,24.1,2005/11/09(23:00)
2005,11,08,62241,57223,46854,10369,22.1,2005/11/08(19:00)
2005,11,07,62241,57700,46169,11531,25,2005/11/07(19:00)
2005,11,06,62241,57832,40575,17257,42.5,2005/11/06(23:00)
2005,11,05,62241,57772,42701,15071,35.3,2005/11/05(23:00)
2005,11,04,62241,56963,45801,11162,24.4,2005/11/04(23:00)
2005,11,03,62241,57114,45929,11185,24.4,2005/11/03(23:00)
2005,11,02,62241,57521,46096,11425,24.8,2005/11/02(23:00)
2005,11,01,62241,57525,46085,11440,24.8,2005/11/01(23:00)
2005,10,31,62241,58142,46111,12031,26.1,2005/10/31(23:00)
2005,10,30,62241,57970,41053,16917,41.2,2005/10/30(23:00)
2005,10,29,62241,57898,42952,14946,34.8,2005/10/29(23:00)
2005,10,28,62241,57852,45867,11985,26.1,2005/10/28(23:00)
2005,10,27,62241,57650,46267,11383,24.6,2005/10/27(19:00)
2005,10,26,62241,55404,45782,9622,21,2005/10/26(23:00)
2005,10,25,62241,55638,45859,9779,21.3,2005/10/25(23:00)
2005,10,24,62241,56111,45656,10455,22.9,2005/10/24(23:00)
2005,10,23,62241,56239,40636,15603,38.4,2005/10/23(23:00)
2005,10,22,62241,56753,43191,13562,31.4,2005/10/22(23:00)
2005,10,21,62241,56566,45289,11277,24.9,2005/10/21(23:00)
2005,10,20,62241,56055,45534,10521,23.1,2005/10/20(19:00)
2005,10,19,62241,55956,44963,10993,24.4,2005/10/19(23:00)
2005,10,18,62241,56153,45096,11057,24.5,2005/10/18(19:00)
2005,10,17,62241,55017,44638,10379,23.3,2005/10/17(19:00)
2005,10,16,62241,55187,39174,16013,40.9,2005/10/16(23:00)
2005,10,15,62241,56084,41114,14970,36.4,2005/10/15(23:00)
2005,10,14,62241,56267,44539,11728,26.3,2005/10/14(19:00)
2005,10,13,62241,56665,45395,11270,24.8,2005/10/13(20:00)
2005,10,12,62241,56465,44183,12282,27.8,2005/10/12(20:00)
2005,10,11,62241,57018,45034,11984,26.6,2005/10/11(20:00)
2005,10,10,62241,56273,44716,11557,25.8,2005/10/10(20:00)
2005,10,09,62241,55778,39262,16516,42.1,2005/10/09(23:00)
2005,10,08,62241,55335,41828,13507,32.3,2005/10/08(23:00)
2005,10,07,62241,54719,44575,10144,22.8,2005/10/07(20:00)
2005,10,06,62241,55469,44901,10568,23.5,2005/10/06(20:00)
2005,10,05,62241,56040,44433,11607,26.1,2005/10/05(20:00)
2005,10,04,62241,55929,44466,11463,25.8,2005/10/04(20:00)
2005,10,03,62241,55344,40272,15072,37.4,2005/10/03(23:00)
2005,10,02,62241,55463,37558,17905,47.7,2005/10/02(23:00)
2005,10,01,62241,55798,41891,13907,33.2,2005/10/01(12:00)
2005,09,30,61737,56526,45574,10952,24,2005/09/30(20:00)
2005,09,29,61737,56256,45851,10405,22.7,2005/09/29(20:00)
2005,09,28,61737,56028,45380,10648,23.5,2005/09/28(20:00)
2005,09,27,61737,55934,46012,9922,21.6,2005/09/27(20:00)
2005,09,26,61737,55934,45914,10020,21.8,2005/09/26(20:00)
2005,09,25,61737,54067,38327,15740,41.1,2005/09/25(20:00)
2005,09,24,61737,54301,42017,12284,29.2,2005/09/24(12:00)
2005,09,23,61737,54784,45643,9141,20,2005/09/23(20:00)
2005,09,22,61737,55714,45194,10520,23.3,2005/09/22(20:00)
2005,09,21,61737,56406,43757,12649,28.9,2005/09/21(20:00)
2005,09,20,61737,56734,40105,16629,41.5,2005/09/20(20:00)
2005,09,19,61737,56721,33350,23371,70.1,2005/09/19(23:00)
2005,09,18,61737,56721,31214,25507,81.7,2005/09/18(23:00)
2005,09,17,61737,56198,34880,21318,61.1,2005/09/17(01:00)
2005,09,16,61737,55741,44251,11490,26,2005/09/16(12:00)
2005,09,15,61737,55590,46901,8689,18.5,2005/09/15(20:00)
2005,09,14,61737,55070,47388,7682,16.2,2005/09/14(15:00)
2005,09,13,61737,56029,49152,6877,14,2005/09/13(15:00)
2005,09,12,61737,56469,51162,5307,10.4,2005/09/12(15:00)
2005,09,11,61737,55777,42384,13393,31.6,2005/09/11(20:00)
2005,09,10,61737,55677,45088,10589,23.5,2005/09/10(15:00)
2005,09,09,61737,56476,47653,8823,18.5,2005/09/09(20:00)
2005,09,08,61737,56012,48754,7258,14.9,2005/09/08(17:00)
2005,09,07,61737,56328,47953,8375,17.5,2005/09/07(15:00)
2005,09,06,61737,56091,45112,10979,24.3,2005/09/06(15:00)
2005,09,05,61737,56214,46476,9738,21,2005/09/05(17:00)
2005,09,04,61737,56961,39059,17902,45.8,2005/09/04(21:00)
2005,09,03,61737,56273,45178,11095,24.6,2005/09/03(12:00)
2005,09,02,61737,56612,52052,4560,8.8,2005/09/02(15:00)
2005,09,01,61737,57012,52752,4260,8.1,2005/09/01(15:00)
2005,08,31,61737,59268,49865,9403,18.9,2005/08/31(15:00)
2005,08,30,61737,59268,48676,10592,21.8,2005/08/30(15:00)
2005,08,29,61737,59268,48934,10334,21.1,2005/08/29(17:00)
2005,08,28,61737,59165,40011,19154,47.9,2005/08/28(21:00)
2005,08,27,61737,59165,43196,15969,37,2005/08/27(15:00)
2005,08,26,61737,59608,46025,13583,29.5,2005/08/26(15:00)
2005,08,25,61737,59608,45989,13619,29.6,2005/08/25(15:00)
2005,08,24,61737,60458,45508,14950,32.9,2005/08/24(15:00)
2005,08,23,61737,60848,47458,13390,28.2,2005/08/23(15:00)
2005,08,22,61737,60848,47123,13725,29.1,2005/08/22(15:00)
2005,08,21,61737,59906,39680,20226,51,2005/08/21(21:00)
2005,08,20,61737,60616,43183,17433,40.4,2005/08/20(12:00)
2005,08,19,61737,60848,49558,11290,22.8,2005/08/19(12:00)
2005,08,18,61737,60848,52747,8101,15.4,2005/08/18(12:00)
2005,08,17,61737,60818,54631,6187,11.3,2005/08/17(12:00)
2005,08,16,61737,60818,53601,7217,13.5,2005/08/16(17:00)
2005,08,15,61737,60334,45678,14656,32.1,2005/08/15(21:00)
2005,08,14,61737,60134,43033,17101,39.7,2005/08/14(21:00)
2005,08,13,61737,60576,47490,13086,27.6,2005/08/13(12:00)
2005,08,12,61737,60788,50419,10369,20.6,2005/08/12(12:00)
2005,08,11,61737,61061,49596,11465,23.1,2005/08/11(12:00)
2005,08,10,61737,61170,50228,10942,21.8,2005/08/10(12:00)
2005,08,09,61737,61170,50618,10552,20.8,2005/08/09(12:00)
2005,08,08,61737,59996,49468,10528,21.3,2005/08/08(12:00)
2005,08,07,61737,59903,43036,16867,39.2,2005/08/07(21:00)
2005,08,06,61737,60097,48041,12056,25.1,2005/08/06(12:00)
2005,08,05,61737,60859,51145,9714,19,2005/08/05(15:00)
2005,08,04,61737,60506,49045,11461,23.4,2005/08/04(15:00)
2005,08,03,61737,60506,44195,16311,36.9,2005/08/03(21:00)
2005,08,02,61737,59968,44052,15916,36.1,2005/08/02(15:00)
2005,08,01,61737,59905,43417,16488,38,2005/08/01(21:00)
2005,07,31,61737,58499,41304,17195,41.6,2005/07/31(21:00)
2005,07,30,61737,58699,44218,14481,32.7,2005/07/30(12:00)
2005,07,29,61737,60475,49939,10536,21.1,2005/07/29(15:00)
2005,07,28,61737,59937,49576,10361,20.9,2005/07/28(12:00)
2005,07,27,61737,59283,51903,7380,14.2,2005/07/27(12:00)
2005,07,26,61737,58202,52288,5914,11.3,2005/07/26(12:00)
2005,07,25,61737,58672,52230,6442,12.3,2005/07/25(12:00)
2005,07,24,61737,58041,44052,13989,31.8,2005/07/24(21:00)
2005,07,23,61737,58551,50239,8312,16.5,2005/07/23(15:00)
2005,07,22,61737,58985,53712,5273,9.8,2005/07/22(15:00)
2005,07,21,61737,58775,52725,6050,11.5,2005/07/21(15:00)
2005,07,20,61737,59214,52112,7102,13.6,2005/07/20(17:00)
2005,07,19,61737,58025,50965,7060,13.9,2005/07/19(12:00)
2005,07,18,61737,57980,51624,6356,12.3,2005/07/18(15:00)
2005,07,17,61737,57371,41595,15776,37.9,2005/07/17(21:00)
2005,07,16,61737,57099,46072,11027,23.9,2005/07/16(12:00)
2005,07,15,61737,57132,50200,6932,13.8,2005/07/15(15:00)
2005,07,14,61737,57464,49010,8454,17.2,2005/07/14(15:00)
2005,07,13,61737,57006,47016,9990,21.2,2005/07/13(17:00)
2005,07,12,61737,57006,46354,10652,23,2005/07/12(15:00)
2005,07,11,61737,57595,44711,12884,28.8,2005/07/11(15:00)
2005,07,10,61737,56394,39361,17033,43.3,2005/07/10(21:00)
2005,07,09,61737,56910,42719,14191,33.2,2005/07/09(12:00)
2005,07,08,61737,56826,48156,8670,18,2005/07/08(15:00)
2005,07,07,61737,57232,48010,9222,19.2,2005/07/07(15:00)
2005,07,06,61737,57018,48473,8545,17.6,2005/07/06(15:00)
2005,07,05,61737,55750,46511,9239,19.9,2005/07/05(15:00)
2005,07,04,61737,55416,47063,8353,17.7,2005/07/04(15:00)
2005,07,03,61737,55597,38646,16951,43.9,2005/07/03(21:00)
2005,07,02,61737,55060,43218,11842,27.4,2005/07/02(12:00)
2005,07,01,61737,55310,46720,8590,18.4,2005/07/01(15:00)
2005,06,30,61539,56330,50340,5990,11.9,2005/06/30(15:00)
2005,06,29,60994,57270,48559,8711,17.9,2005/06/29(15:00)
2005,06,28,60994,57112,48314,8798,18.2,2005/06/28(15:00)
2005,06,27,60994,55938,48664,7274,14.9,2005/06/27(15:00)
2005,06,26,60994,55006,40851,14155,34.7,2005/06/26(21:00)
2005,06,25,60994,54173,46104,8069,17.5,2005/06/25(12:00)
2005,06,24,60994,55209,50603,4606,9.1,2005/06/24(15:00)
2005,06,23,60994,55833,49956,5877,11.8,2005/06/23(15:00)
2005,06,22,60994,55833,48917,6916,14.1,2005/06/22(15:00)
2005,06,21,60994,55487,48473,7014,14.5,2005/06/21(15:00)
2005,06,20,60994,56006,47856,8150,17,2005/06/20(15:00)
2005,06,19,60994,56578,38832,17746,45.7,2005/06/19(21:00)
2005,06,18,60994,57939,43198,14741,34.1,2005/06/18(12:00)
2005,06,17,60994,57389,46173,11216,24.3,2005/06/17(15:00)
2005,06,16,60994,57146,45891,11255,24.5,2005/06/16(15:00)
2005,06,15,60994,57266,45572,11694,25.7,2005/06/15(15:00)
2005,06,14,60994,56921,47528,9393,19.8,2005/06/14(15:00)
2005,06,13,60994,56172,46823,9349,20,2005/06/13(15:00)
2005,06,12,60994,56314,38490,17824,46.3,2005/06/12(21:00)
2005,06,11,60994,56235,41569,14666,35.3,2005/06/11(12:00)
2005,06,10,60994,57388,43949,13439,30.6,2005/06/10(12:00)
2005,06,09,60994,56094,46315,9779,21.1,2005/06/09(15:00)
2005,06,08,60994,55685,46046,9639,20.9,2005/06/08(15:00)
2005,06,07,60994,55404,44433,10971,24.7,2005/06/07(21:00)
2005,06,06,60994,56407,40088,16319,40.7,2005/06/06(21:00)
2005,06,05,60994,55580,36940,18640,50.5,2005/06/05(23:00)
2005,06,04,60994,56511,40480,16031,39.6,2005/06/04(12:00)
2005,06,03,60994,57578,43743,13835,31.6,2005/06/03(15:00)
2005,06,02,60994,57578,43468,14110,32.5,2005/06/02(21:00)
2005,06,01,60994,57041,43446,13595,31.3,2005/06/01(15:00)
2005,05,31,60994,57847,44049,13798,31.3,2005/05/31(15:00)
2005,05,30,60994,57604,44006,13598,30.9,2005/05/30(17:00)
2005,05,29,60994,57457,38225,19232,50.3,2005/05/29(21:00)
2005,05,28,60994,57567,40962,16605,40.5,2005/05/28(12:00)
2005,05,27,60994,56870,43871,12999,29.6,2005/05/27(15:00)
2005,05,26,60994,56683,44300,12383,28,2005/05/26(21:00)
2005,05,25,60994,55543,43624,11919,27.3,2005/05/25(21:00)
2005,05,24,60994,55746,43810,11936,27.2,2005/05/24(21:00)
2005,05,23,60994,55844,43763,12081,27.6,2005/05/23(23:00)
2005,05,22,60994,55742,38470,17272,44.9,2005/05/22(23:00)
2005,05,21,60994,56008,40514,15494,38.2,2005/05/21(23:00)
2005,05,20,60994,56066,43119,12947,30,2005/05/20(21:00)
2005,05,19,60994,56508,43532,12976,29.8,2005/05/19(21:00)
2005,05,18,60994,56613,43802,12811,29.2,2005/05/18(23:00)
2005,05,17,60994,56848,43981,12867,29.3,2005/05/17(21:00)
2005,05,16,60994,57180,43583,13597,31.2,2005/05/16(21:00)
2005,05,15,60994,56705,38025,18680,49.1,2005/05/15(23:00)
2005,05,14,60994,57281,40994,16287,39.7,2005/05/14(23:00)
2005,05,13,60994,56660,43561,13099,30.1,2005/05/13(23:00)
2005,05,12,60994,56460,44421,12039,27.1,2005/05/12(23:00)
2005,05,11,60994,56097,44392,11705,26.4,2005/05/11(23:00)
2005,05,10,60994,55790,44107,11683,26.5,2005/05/10(23:00)
2005,05,09,60994,56341,44072,12269,27.8,2005/05/09(23:00)
2005,05,08,60994,56714,38968,17746,45.5,2005/05/08(23:00)
2005,05,07,60994,56568,40987,15581,38,2005/05/07(23:00)
2005,05,06,60994,57597,43561,14036,32.2,2005/05/06(23:00)
2005,05,05,60994,58314,40743,17571,43.1,2005/05/05(23:00)
2005,05,04,60994,58314,43065,15249,35.4,2005/05/04(15:00)
2005,05,03,60994,57528,43554,13974,32.1,2005/05/03(21:00)
2005,05,02,60994,57207,42752,14455,33.8,2005/05/02(21:00)
2005,05,01,60994,57808,36678,21130,57.6,2005/05/01(23:00)
2005,04,30,60994,57969,40655,17314,42.6,2005/04/30(23:00)
2005,04,29,60994,58529,43318,15211,35.1,2005/04/29(21:00)
2005,04,28,60994,59305,43750,15555,35.6,2005/04/28(21:00)
2005,04,27,60994,59130,43615,15515,35.6,2005/04/27(23:00)
2005,04,26,60994,59137,44121,15016,34,2005/04/26(23:00)
2005,04,25,60994,58874,43672,15202,34.8,2005/04/25(23:00)
2005,04,24,60994,57613,39048,18565,47.5,2005/04/24(23:00)
2005,04,23,60994,57699,41787,15912,38.1,2005/04/23(23:00)
2005,04,22,60994,57896,44630,13266,29.7,2005/04/22(23:00)
2005,04,21,59993,57895,44922,12973,28.9,2005/04/21(23:00)
2005,04,20,59993,57355,44675,12680,28.4,2005/04/20(23:00)
2005,04,19,59993,57804,44446,13358,30.1,2005/04/19(23:00)
2005,04,18,59993,57804,44324,13480,30.4,2005/04/18(23:00)
2005,04,17,59993,56452,39316,17136,43.6,2005/04/17(23:00)
2005,04,16,59993,56652,42000,14652,34.9,2005/04/16(23:00)
2005,04,15,59993,57688,44758,12930,28.9,2005/04/15(23:00)
2005,04,14,59993,57395,44921,12474,27.8,2005/04/14(23:00)
2005,04,13,59993,57395,45044,12351,27.4,2005/04/13(23:00)
2005,04,12,59993,57240,45186,12054,26.7,2005/04/12(23:00)
2005,04,11,59993,57423,44792,12631,28.2,2005/04/11(23:00)
2005,04,10,59993,56865,39765,17100,43,2005/04/10(23:00)
2005,04,09,59993,56366,42386,13980,33,2005/04/09(23:00)
2005,04,08,59993,55884,44041,11843,26.9,2005/04/08(23:00)
2005,04,07,59993,56577,44676,11901,26.6,2005/04/07(23:00)
2005,04,06,59993,56579,45272,11307,25,2005/04/06(23:00)
2005,04,05,59993,55682,42672,13010,30.5,2005/04/05(23:00)
2005,04,04,59993,55972,44798,11174,24.9,2005/04/04(23:00)
2005,04,03,59993,55552,40539,15013,37,2005/04/03(23:00)
2005,04,02,59993,55482,41926,13556,32.3,2005/04/02(23:00)
2005,04,01,59993,56297,45123,11174,24.8,2005/04/01(23:00)
2005,03,31,59993,55478,45770,9708,21.2,2005/03/31(23:00)
2005,03,30,59961,55797,46029,9768,21.2,2005/03/30(23:00)
2005,03,29,59961,56592,46546,10046,21.6,2005/03/29(23:00)
2005,03,28,59961,56727,46478,10249,22.1,2005/03/28(23:00)
2005,03,27,59961,56034,41052,14982,36.5,2005/03/27(01:00)
2005,03,26,59961,56192,44215,11977,27.1,2005/03/26(01:00)
2005,03,25,59961,56715,46982,9733,20.7,2005/03/25(23:00)
2005,03,24,59961,56145,47815,8330,17.4,2005/03/24(23:00)
2005,03,23,59961,56708,46565,10143,21.8,2005/03/23(23:00)
2005,03,22,59961,56548,46539,10009,21.5,2005/03/22(23:00)
2005,03,21,59961,56410,46339,10071,21.7,2005/03/21(23:00)
2005,03,20,59961,56390,41783,14607,35,2005/03/20(23:00)
2005,03,19,59961,56291,44303,11988,27.1,2005/03/19(01:00)
2005,03,18,59961,56481,47386,9095,19.2,2005/03/18(23:00)
2005,03,17,59961,55813,47172,8641,18.3,2005/03/17(23:00)
2005,03,16,59961,55658,46775,8883,19,2005/03/16(23:00)
2005,03,15,59961,55753,47816,7937,16.6,2005/03/15(23:00)
2005,03,14,59961,56258,47709,8549,17.9,2005/03/14(23:00)
2005,03,13,59961,54348,44533,9815,22,2005/03/13(01:00)
2005,03,12,59961,54005,46440,7565,16.3,2005/03/12(24:00)
2005,03,11,59961,55886,48374,7512,15.5,2005/03/11(23:00)
2005,03,10,59961,55805,46742,9063,19.4,2005/03/10(23:00)
2005,03,09,59961,55796,46945,8851,18.9,2005/03/09(23:00)
2005,03,08,59961,55796,47363,8433,17.8,2005/03/08(23:00)
2005,03,07,59961,56665,47749,8916,18.7,2005/03/07(23:00)
2005,03,06,59961,56613,44564,12049,27,2005/03/06(01:00)
2005,03,05,59961,57332,46332,11000,23.7,2005/03/05(01:00)
2005,03,04,59961,57738,48698,9040,18.6,2005/03/04(23:00)
2005,03,03,59961,57497,49092,8405,17.1,2005/03/03(23:00)
2005,03,02,59961,57183,48722,8461,17.4,2005/03/02(23:00)
2005,03,01,59961,56739,46189,10550,22.8,2005/03/01(24:00)
2005,02,28,59961,57642,48116,9526,19.8,2005/02/28(23:00)
2005,02,27,59961,57133,45646,11487,25.2,2005/02/27(01:00)
2005,02,26,59961,57305,47397,9908,20.9,2005/02/26(01:00)
2005,02,25,59961,58141,49306,8835,17.9,2005/02/25(24:00)
2005,02,24,59961,57947,49063,8884,18.1,2005/02/24(24:00)
2005,02,23,59961,57738,48821,8917,18.3,2005/02/23(23:00)
2005,02,22,59961,57916,49049,8867,18.1,2005/02/22(24:00)
2005,02,21,59961,57366,49555,7811,15.8,2005/02/21(24:00)
2005,02,20,59961,55589,45393,10196,22.5,2005/02/20(01:00)
2005,02,19,59961,55669,46950,8719,18.6,2005/02/19(24:00)
2005,02,18,59961,55697,48199,7498,15.6,2005/02/18(23:00)
2005,02,17,59961,56769,47802,8967,18.8,2005/02/17(23:00)
2005,02,16,59961,56569,48027,8542,17.8,2005/02/16(23:00)
2005,02,15,59961,56858,47972,8886,18.5,2005/02/15(23:00)
2005,02,14,59961,56298,48186,8112,16.8,2005/02/14(23:00)
2005,02,13,59961,55879,43689,12190,27.9,2005/02/13(24:00)
2005,02,12,59961,56169,44102,12067,27.4,2005/02/12(24:00)
2005,02,11,59961,57685,42630,15055,35.3,2005/02/11(24:00)
2005,02,10,59961,57685,38695,18990,49.1,2005/02/10(24:00)
2005,02,09,59961,57485,36073,21412,59.4,2005/02/09(24:00)
2005,02,08,59961,57250,40465,16785,41.5,2005/02/08(01:00)
2005,02,07,59961,56980,42854,14126,33,2005/02/07(01:00)
2005,02,06,59961,56859,44788,12071,27,2005/02/06(01:00)
2005,02,05,59961,57054,46641,10413,22.3,2005/02/05(24:00)
2005,02,04,59961,56996,48638,8358,17.2,2005/02/04(23:00)
2005,02,03,59961,56987,49315,7672,15.6,2005/02/03(23:00)
2005,02,02,59961,56978,49820,7158,14.4,2005/02/02(24:00)
2005,02,01,59961,55978,49990,5988,12,2005/02/01(24:00)
2005,01,31,59961,56670,49441,7229,14.6,2005/01/31(24:00)
2005,01,30,59961,55808,44556,11252,25.3,2005/01/30(01:00)
2005,01,29,59961,55808,46257,9551,20.6,2005/01/29(24:00)
2005,01,28,59961,55834,47775,8059,16.9,2005/01/28(23:00)
2005,01,27,59961,55034,48056,6978,14.5,2005/01/27(24:00)
2005,01,26,59961,55137,48104,7033,14.6,2005/01/26(23:00)
2005,01,25,59961,54787,48099,6688,13.9,2005/01/25(23:00)
2005,01,24,59961,54787,48192,6595,13.7,2005/01/24(19:00)
2005,01,23,59961,54534,44446,10088,22.7,2005/01/23(01:00)
2005,01,22,59961,54435,47155,7280,15.4,2005/01/22(01:00)
2005,01,21,59961,54876,49023,5853,11.9,2005/01/21(24:00)
2005,01,20,59961,55581,49201,6380,13,2005/01/20(19:00)
2005,01,19,59961,55326,48787,6539,13.4,2005/01/19(24:00)
2005,01,18,59961,55326,48280,7046,14.6,2005/01/18(24:00)
2005,01,17,59961,55938,48285,7653,15.8,2005/01/17(23:00)
2005,01,16,59961,55928,44757,11171,25,2005/01/16(01:00)
2005,01,15,59961,56338,46977,9361,19.9,2005/01/15(01:00)
2005,01,14,59961,57135,48843,8292,17,2005/01/14(24:00)
2005,01,13,59961,56527,49444,7083,14.3,2005/01/13(19:00)
2005,01,12,59961,56817,49337,7480,15.2,2005/01/12(24:00)
2005,01,11,59961,56124,49457,6667,13.5,2005/01/11(19:00)
2005,01,10,59961,54983,49683,5300,10.7,2005/01/10(19:00)
2005,01,09,59961,54344,45202,9142,20.2,2005/01/09(01:00)
2005,01,08,59961,54319,46689,7630,16.3,2005/01/08(24:00)
2005,01,07,59961,54818,48554,6264,12.9,2005/01/07(23:00)
2005,01,06,59961,56376,48187,8189,17,2005/01/06(19:00)
2005,01,05,59961,57429,48249,9180,19,2005/01/05(24:00)
2005,01,04,59961,57429,48671,8758,18,2005/01/04(19:00)
2005,01,03,59961,57331,47151,10180,21.6,2005/01/03(23:00)
2005,01,02,59961,57801,41507,16294,39.3,2005/01/02(24:00)
2005,01,01,59961,58011,42897,15114,35.2,2005/01/01(01:00)
2004,12,31,59961,58308,45574,12734,27.9,2004/12/31(01:00)
2004,12,30,59961,58258,47184,11074,23.5,2004/12/30(00:00)
2004,12,29,59943,58070,47965,10105,21.1,2004/12/29(23:00)
2004,12,28,59943,58532,48369,10163,21,2004/12/28(19:00)
2004,12,27,59943,58532,48087,10445,21.7,2004/12/27(23:00)
2004,12,26,59943,58532,42975,15557,36.2,2004/12/26(00:00)
2004,12,25,59943,58425,45457,12968,28.5,2004/12/25(01:00)
2004,12,24,59943,59225,47201,12024,25.5,2004/12/24(11:00)
2004,12,23,59943,59225,48549,11219,23.1,2004/12/23(23:00)
2004,12,22,59943,58953,48141,10812,22.5,2004/12/22(23:00)
2004,12,21,59943,58353,47834,10519,22,2004/12/21(19:00)
2004,12,20,59943,58531,47857,10674,22.3,2004/12/20(23:00)
2004,12,19,59943,58296,41839,16457,39.3,2004/12/19(01:00)
2004,12,18,59943,57499,43744,13755,31.4,2004/12/18(00:00)
2004,12,17,59943,58144,46315,11829,25.5,2004/12/17(23:00)
2004,12,16,59943,59016,46933,12083,25.7,2004/12/16(23:00)
2004,12,15,59943,59015,46284,12731,27.5,2004/12/15(23:00)
2004,12,14,59943,58319,46713,11606,24.8,2004/12/14(23:00)
2004,12,13,59943,58014,46884,11130,23.7,2004/12/13(23:00)
2004,12,12,59943,57934,41503,16431,39.6,2004/12/12(01:00)
2004,12,11,59943,57934,43551,14383,33,2004/12/11(23:00)
2004,12,10,59943,57704,46369,11335,24.4,2004/12/10(23:00)
